id,timeStamp ,type,package
69371,2024-02-13 20:09:59,ACCOUNT_OPEN,"{'planNumber': 'CW82687SZ 1001', 'firstName': 'Nonnah', 'lastName': 'Denis', 'suffix': 'Jr', 'gender': 'Female', 'dateOfBirth': '8/26/1950', 'ssn': '440-53-8404', 'maritalStatus': 'Single', 'email': 'mstruttman0@cyberchimps.com', 'primaryPhone': '609-158-5459', 'phoneType': 'Home', 'addressLine1': '729 Eggendart Parkway', 'addressLine2': 'Suite 21', 'city': 'Trenton', 'state': 'New Jersey', 'zipCode': '08619', 'country': 'United States', 'motherMaidenName': 'Dyet', 'primaryBenPersonEntity': 'Entity', 'primaryRelationship': 'PersonEntity', 'primaryBenFirstName': 'Jessika', 'primaryBenLastName': 'Derby', 'primaryBenSuffix': 'Sr', 'primaryBenGender': 'Agender', 'primaryBenDob': '1/24/1968', 'primaryBenSSN': '642-83-3322', 'primaryBenPhone': '419-397-8244', 'primaryBenPercent': 0.73, 'primaryBenAddress1': '2721 Shopko Point', 'primaryBenCity': 'Toledo', 'primaryBenZip': '43605', 'contingentBenPersonEntity': 'Entity', 'contingentBenRelationship': 'Parent', 'contingentBenFirst': 'Moina', 'contingentBenLast': 'Struttman', 'contingentBenSuffix': 'Jr', 'contingentBenGender': 'Female', 'contingentBenDob': '11/3/1941', 'contingentBenSSN': '490-96-4381', 'contingentBenPrimaryPhone': '412-340-6720', 'contingentBenPercent': 0.99, 'contingentBenAddress1': '70295 Amoth Alley', 'contingentBenCity': 'Pittsburgh', 'contingentBenState': 'Ohio', 'contingentBenZip': '15240', 'eDeliveryPreference': 'N'}"
68244,2024-02-13 20:09:59,ACCOUNT_OPEN,"{'planNumber': 'YU28879CC 1001', 'firstName': 'Nikolai', 'lastName': 'Trasler', 'suffix': 'Sr', 'gender': 'Male', 'dateOfBirth': '12/13/1938', 'ssn': '405-35-2214', 'maritalStatus': 'Married', 'email': 'cdoyle1@redcross.org', 'primaryPhone': '225-517-8505', 'phoneType': 'Mobile', 'addressLine1': '6 Dorton Place', 'addressLine2': 'Suite 60', 'city': 'Baton Rouge', 'state': 'Louisiana', 'zipCode': '70826', 'country': 'United States', 'motherMaidenName': 'Mattam', 'primaryBenPersonEntity': 'Entity', 'primaryRelationship': 'PersonEntity', 'primaryBenFirstName': 'Dan', 'primaryBenLastName': 'Haburne', 'primaryBenSuffix': 'Jr', 'primaryBenGender': 'Female', 'primaryBenDob': '1/18/1971', 'primaryBenSSN': '880-32-8531', 'primaryBenPhone': '260-605-7277', 'primaryBenPercent': 0.74, 'primaryBenAddress1': '7 Bunker Hill Place', 'primaryBenCity': 'Fort Wayne', 'primaryBenZip': '46852', 'contingentBenPersonEntity': 'Person', 'contingentBenRelationship': 'Parent', 'contingentBenFirst': 'Con', 'contingentBenLast': 'Doyle', 'contingentBenSuffix': 'III', 'contingentBenGender': 'Male', 'contingentBenDob': '1/6/1936', 'contingentBenSSN': '530-25-8997', 'contingentBenPrimaryPhone': '360-872-4105', 'contingentBenPercent': 0.75, 'contingentBenAddress1': '1290 Manitowish Circle', 'contingentBenCity': 'Vancouver', 'contingentBenState': 'Indiana', 'contingentBenZip': '98664', 'eDeliveryPreference': 'N'}"
42099,2024-02-13 20:09:59,ACCOUNT_OPEN,"{'planNumber': 'FY32190OR 1001', 'firstName': 'Lorry', 'lastName': 'Liver', 'suffix': 'Sr', 'gender': 'Male', 'dateOfBirth': '11/28/1997', 'ssn': '780-80-1477', 'maritalStatus': 'Single', 'email': 'ddrogan2@whitehouse.gov', 'primaryPhone': '937-653-5159', 'phoneType': 'Mobile', 'addressLine1': '6787 Chive Crossing', 'addressLine2': 'Suite 18', 'city': 'Dayton', 'state': 'Ohio', 'zipCode': '45414', 'country': 'United States', 'motherMaidenName': 'Galea', 'primaryBenPersonEntity': 'Entity', 'primaryRelationship': 'PersonEntity', 'primaryBenFirstName': 'Freeman', 'primaryBenLastName': 'Coulman', 'primaryBenSuffix': 'Sr', 'primaryBenGender': 'Male', 'primaryBenDob': '7/5/1956', 'primaryBenSSN': '696-30-2974', 'primaryBenPhone': '619-274-4025', 'primaryBenPercent': 0.78, 'primaryBenAddress1': '2381 Clove Drive', 'primaryBenCity': 'San Diego', 'primaryBenZip': '92137', 'contingentBenPersonEntity': 'Person', 'contingentBenRelationship': 'Parent', 'contingentBenFirst': 'Dory', 'contingentBenLast': 'Drogan', 'contingentBenSuffix': 'II', 'contingentBenGender': 'Male', 'contingentBenDob': '1/10/1930', 'contingentBenSSN': '445-92-6292', 'contingentBenPrimaryPhone': '601-248-2079', 'contingentBenPercent': 0.39, 'contingentBenAddress1': '0005 Schmedeman Park', 'contingentBenCity': 'Jackson', 'contingentBenState': 'California', 'contingentBenZip': '39216', 'eDeliveryPreference': 'N'}"
33272,2024-02-13 20:09:59,ACCOUNT_OPEN,"{'planNumber': 'ZI84844OQ 1001', 'firstName': 'Bendite', 'lastName': 'Di Maggio', 'suffix': 'Sr', 'gender': 'Male', 'dateOfBirth': '1/21/1956', 'ssn': '617-14-6359', 'maritalStatus': 'Single', 'email': 'bwickardt3@columbia.edu', 'primaryPhone': '716-232-7651', 'phoneType': 'Home', 'addressLine1': '3 Anderson Circle', 'addressLine2': 'Suite 69', 'city': 'Buffalo', 'state': 'New York', 'zipCode': '14225', 'country': 'United States', 'motherMaidenName': 'Minshaw', 'primaryBenPersonEntity': 'Entity', 'primaryRelationship': 'PersonEntity', 'primaryBenFirstName': 'Ingamar', 'primaryBenLastName': 'Nickols', 'primaryBenSuffix': 'IV', 'primaryBenGender': 'Male', 'primaryBenDob': '4/11/1978', 'primaryBenSSN': '682-01-5302', 'primaryBenPhone': '937-153-5763', 'primaryBenPercent': 0.0, 'primaryBenAddress1': '75029 Holy Cross Lane', 'primaryBenCity': 'Dayton', 'primaryBenZip': '45490', 'contingentBenPersonEntity': 'Entity', 'contingentBenRelationship': 'Spouse', 'contingentBenFirst': 'Beaufort', 'contingentBenLast': 'Wickardt', 'contingentBenSuffix': 'II', 'contingentBenGender': 'Genderfluid', 'contingentBenDob': '3/30/1990', 'contingentBenSSN': '509-99-6614', 'contingentBenPrimaryPhone': '901-492-9491', 'contingentBenPercent': 0.94, 'contingentBenAddress1': '5561 Petterle Center', 'contingentBenCity': 'Memphis', 'contingentBenState': 'Ohio', 'contingentBenZip': '38136', 'eDeliveryPreference': 'N'}"
61324,2024-02-13 20:09:59,ACCOUNT_OPEN,"{'planNumber': 'VR06946CI 1001', 'firstName': 'Florrie', 'lastName': 'McCloughen', 'suffix': 'II', 'gender': 'Female', 'dateOfBirth': '4/21/1999', 'ssn': '870-86-9708', 'maritalStatus': 'Single', 'email': 'coen4@salon.com', 'primaryPhone': '915-494-1312', 'phoneType': 'Mobile', 'addressLine1': '9 Fordem Alley', 'addressLine2': 'Apt 823', 'city': 'El Paso', 'state': 'Texas', 'zipCode': '88563', 'country': 'United States', 'motherMaidenName': 'Matityahu', 'primaryBenPersonEntity': 'Person', 'primaryRelationship': 'PersonEntity', 'primaryBenFirstName': 'Meredithe', 'primaryBenLastName': 'Tewkesberry', 'primaryBenSuffix': 'III', 'primaryBenGender': 'Female', 'primaryBenDob': '1/24/1987', 'primaryBenSSN': '457-36-8591', 'primaryBenPhone': '585-750-8468', 'primaryBenPercent': 0.57, 'primaryBenAddress1': '6085 Atwood Trail', 'primaryBenCity': 'Rochester', 'primaryBenZip': '14619', 'contingentBenPersonEntity': 'Entity', 'contingentBenRelationship': 'Spouse', 'contingentBenFirst': 'Consuela', 'contingentBenLast': 'Oen', 'contingentBenSuffix': 'III', 'contingentBenGender': 'Female', 'contingentBenDob': '10/7/1976', 'contingentBenSSN': '224-96-8602', 'contingentBenPrimaryPhone': '267-362-4548', 'contingentBenPercent': 0.06, 'contingentBenAddress1': '15056 Cherokee Point', 'contingentBenCity': 'Levittown', 'contingentBenState': 'New York', 'contingentBenZip': '19058', 'eDeliveryPreference': 'Y'}"
11208,2024-02-13 20:09:59,ACCOUNT_OPEN,"{'planNumber': 'NA17803SF 1001', 'firstName': 'Tonie', 'lastName': 'Matzaitis', 'suffix': 'Jr', 'gender': 'Male', 'dateOfBirth': '10/11/1991', 'ssn': '625-07-0196', 'maritalStatus': 'Single', 'email': 'ushimmin5@bluehost.com', 'primaryPhone': '801-447-9269', 'phoneType': 'Home', 'addressLine1': '91 Bartelt Center', 'addressLine2': '7th Floor', 'city': 'Ogden', 'state': 'Utah', 'zipCode': '84403', 'country': 'United States', 'motherMaidenName': 'Stealy', 'primaryBenPersonEntity': 'Person', 'primaryRelationship': 'PersonEntity', 'primaryBenFirstName': 'Rebecka', 'primaryBenLastName': 'Szymonowicz', 'primaryBenSuffix': 'Jr', 'primaryBenGender': 'Male', 'primaryBenDob': '1/16/1961', 'primaryBenSSN': '193-87-2417', 'primaryBenPhone': '402-444-5241', 'primaryBenPercent': 0.29, 'primaryBenAddress1': '49516 Maywood Trail', 'primaryBenCity': 'Lincoln', 'primaryBenZip': '68524', 'contingentBenPersonEntity': 'Entity', 'contingentBenRelationship': 'Sibling', 'contingentBenFirst': 'Ulrica', 'contingentBenLast': 'Shimmin', 'contingentBenSuffix': 'III', 'contingentBenGender': 'Female', 'contingentBenDob': '10/4/1977', 'contingentBenSSN': '711-77-3205', 'contingentBenPrimaryPhone': '443-445-3638', 'contingentBenPercent': 0.35, 'contingentBenAddress1': '892 Green Alley', 'contingentBenCity': 'Baltimore', 'contingentBenState': 'Nebraska', 'contingentBenZip': '21239', 'eDeliveryPreference': 'N'}"
26444,2024-02-13 20:09:59,ACCOUNT_OPEN,"{'planNumber': 'MR20681IW 1001', 'firstName': 'Bary', 'lastName': 'Deakins', 'suffix': 'IV', 'gender': 'Bigender', 'dateOfBirth': '3/8/1942', 'ssn': '196-74-1955', 'maritalStatus': 'Married', 'email': 'abirckmann6@joomla.org', 'primaryPhone': '215-208-0692', 'phoneType': 'Home', 'addressLine1': '6038 Commercial Alley', 'addressLine2': 'Apt 82', 'city': 'Philadelphia', 'state': 'Pennsylvania', 'zipCode': '19141', 'country': 'United States', 'motherMaidenName': 'Powelee', 'primaryBenPersonEntity': 'Person', 'primaryRelationship': 'PersonEntity', 'primaryBenFirstName': 'Zeb', 'primaryBenLastName': 'Donizeau', 'primaryBenSuffix': 'IV', 'primaryBenGender': 'Male', 'primaryBenDob': '11/1/1959', 'primaryBenSSN': '198-24-3450', 'primaryBenPhone': '281-792-5868', 'primaryBenPercent': 0.77, 'primaryBenAddress1': '62 Summerview Way', 'primaryBenCity': 'Houston', 'primaryBenZip': '77030', 'contingentBenPersonEntity': 'Person', 'contingentBenRelationship': 'Sibling', 'contingentBenFirst': 'Alick', 'contingentBenLast': 'Birckmann', 'contingentBenSuffix': 'IV', 'contingentBenGender': 'Male', 'contingentBenDob': '1/19/1929', 'contingentBenSSN': '450-27-7549', 'contingentBenPrimaryPhone': '202-911-4441', 'contingentBenPercent': 0.6, 'contingentBenAddress1': '52145 Jay Court', 'contingentBenCity': 'Washington', 'contingentBenState': 'Texas', 'contingentBenZip': '20226', 'eDeliveryPreference': 'Y'}"
39152,2024-02-13 20:09:59,ACCOUNT_OPEN,"{'planNumber': 'CI05670RF 1001', 'firstName': 'Mariquilla', 'lastName': 'Brunt', 'suffix': 'III', 'gender': 'Male', 'dateOfBirth': '6/21/1950', 'ssn': '810-22-8309', 'maritalStatus': 'Married', 'email': 'thartgill7@time.com', 'primaryPhone': '785-968-8321', 'phoneType': 'Mobile', 'addressLine1': '4 Straubel Point', 'addressLine2': 'Suite 69', 'city': 'Topeka', 'state': 'Kansas', 'zipCode': '66629', 'country': 'United States', 'motherMaidenName': 'Grainge', 'primaryBenPersonEntity': 'Person', 'primaryRelationship': 'PersonEntity', 'primaryBenFirstName': 'Caralie', 'primaryBenLastName': 'Ceely', 'primaryBenSuffix': 'IV', 'primaryBenGender': 'Female', 'primaryBenDob': '11/12/1998', 'primaryBenSSN': '685-47-3085', 'primaryBenPhone': '260-865-6179', 'primaryBenPercent': 0.92, 'primaryBenAddress1': '7 Del Sol Way', 'primaryBenCity': 'Fort Wayne', 'primaryBenZip': '46852', 'contingentBenPersonEntity': 'Person', 'contingentBenRelationship': 'Parent', 'contingentBenFirst': 'Tatiana', 'contingentBenLast': 'Hartgill', 'contingentBenSuffix': 'III', 'contingentBenGender': 'Female', 'contingentBenDob': '2/15/1972', 'contingentBenSSN': '720-61-8395', 'contingentBenPrimaryPhone': '239-566-6527', 'contingentBenPercent': 0.84, 'contingentBenAddress1': '3247 Hooker Circle', 'contingentBenCity': 'Lehigh Acres', 'contingentBenState': 'Indiana', 'contingentBenZip': '33972', 'eDeliveryPreference': 'Y'}"
10685,2024-02-13 20:09:59,ACCOUNT_OPEN,"{'planNumber': 'JF96023NK 1001', 'firstName': 'Nevile', 'lastName': 'Eddins', 'suffix': 'II', 'gender': 'Male', 'dateOfBirth': '6/16/1943', 'ssn': '880-83-9876', 'maritalStatus': 'Single', 'email': 'zgissop8@newyorker.com', 'primaryPhone': '806-269-3662', 'phoneType': 'Mobile', 'addressLine1': '1353 Oneill Alley', 'addressLine2': '8th Floor', 'city': 'Amarillo', 'state': 'Texas', 'zipCode': '79188', 'country': 'United States', 'motherMaidenName': 'Winckle', 'primaryBenPersonEntity': 'Person', 'primaryRelationship': 'PersonEntity', 'primaryBenFirstName': 'Fletcher', 'primaryBenLastName': 'Cisco', 'primaryBenSuffix': 'Sr', 'primaryBenGender': 'Female', 'primaryBenDob': '1/15/1927', 'primaryBenSSN': '817-38-3844', 'primaryBenPhone': '949-894-7868', 'primaryBenPercent': 0.06, 'primaryBenAddress1': '438 Esch Avenue', 'primaryBenCity': 'Anaheim', 'primaryBenZip': '92805', 'contingentBenPersonEntity': 'Entity', 'contingentBenRelationship': 'Parent', 'contingentBenFirst': 'Zedekiah', 'contingentBenLast': 'Gissop', 'contingentBenSuffix': 'IV', 'contingentBenGender': 'Male', 'contingentBenDob': '8/3/1925', 'contingentBenSSN': '478-17-0707', 'contingentBenPrimaryPhone': '216-234-7529', 'contingentBenPercent': 0.17, 'contingentBenAddress1': '57 Fisk Drive', 'contingentBenCity': 'Cleveland', 'contingentBenState': 'California', 'contingentBenZip': '44185', 'eDeliveryPreference': 'Y'}"
50678,2024-02-13 20:09:59,ACCOUNT_OPEN,"{'planNumber': 'RQ85211IB 1001', 'firstName': 'Dorrie', 'lastName': 'Mieville', 'suffix': 'III', 'gender': 'Male', 'dateOfBirth': '10/14/1925', 'ssn': '567-87-7611', 'maritalStatus': 'Married', 'email': 'aaluard9@stumbleupon.com', 'primaryPhone': '510-831-0663', 'phoneType': 'Mobile', 'addressLine1': '07 Stoughton Trail', 'addressLine2': 'Room 635', 'city': 'Hayward', 'state': 'California', 'zipCode': '94544', 'country': 'United States', 'motherMaidenName': 'Danielsohn', 'primaryBenPersonEntity': 'Person', 'primaryRelationship': 'PersonEntity', 'primaryBenFirstName': 'Mireille', 'primaryBenLastName': 'Sarjant', 'primaryBenSuffix': 'II', 'primaryBenGender': 'Female', 'primaryBenDob': '2/28/1959', 'primaryBenSSN': '612-63-1961', 'primaryBenPhone': '757-236-1883', 'primaryBenPercent': 0.2, 'primaryBenAddress1': '48056 Lunder Avenue', 'primaryBenCity': 'Suffolk', 'primaryBenZip': '23436', 'contingentBenPersonEntity': 'Person', 'contingentBenRelationship': 'Sibling', 'contingentBenFirst': 'Anabelle', 'contingentBenLast': 'Aluard', 'contingentBenSuffix': 'IV', 'contingentBenGender': 'Female', 'contingentBenDob': '11/1/1936', 'contingentBenSSN': '201-29-9585', 'contingentBenPrimaryPhone': '408-912-3443', 'contingentBenPercent': 0.5, 'contingentBenAddress1': '83190 Aberg Junction', 'contingentBenCity': 'San Jose', 'contingentBenState': 'Virginia', 'contingentBenZip': '95155', 'eDeliveryPreference': 'N'}"
